client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
aecdf573e8bd61d1a795e1eb620b6332a2ae5d4d501a2eb97773d9919172a73005355e835f8fc9dbe326f6726101dd8c81b3f3975f40a37f199ae7e94c691866	common_voice_sw_35085410.mp3	na hii ni moja ya njia ya kushughulikia masuala hayo	1	1				sw	
dbfe4f658430812c2ff2076e174cc723736262c48f79b1aeebd8fdd940b4f8337d37f7ec75131c64572c4ff1039a69e9f63b7263bedd12da52f3ecf1251a297b	common_voice_sw_35085509.mp3	za kuongoza tu kwa mihula miwili	1	1				sw	
7f8a71e91f9083f87fc16491257a0ddbaf2003bfafc5dd9efa92ed7e86cf6888ab747abff1c61050fdc4243c21194876bbc1a2d83cd02e110966abb060a1acbb	common_voice_sw_35085546.mp3	Mama ni mkali	1	1				sw	
64c154b91aa964192ef24b276d01af045ed7d0556af9d19b0d50b9b766fda5d12474924a4928cd46ed66e38a4eb9f2363f99ef17239baa4abbff6aebedf2be0d	common_voice_sw_35085637.mp3	elfu tisa mia saba hamsini na tano nukta sita sita	1	1				sw	
aecdf573e8bd61d1a795e1eb620b6332a2ae5d4d501a2eb97773d9919172a73005355e835f8fc9dbe326f6726101dd8c81b3f3975f40a37f199ae7e94c691866	common_voice_sw_35085682.mp3	haki za binadamu hazikuzingatiwa kabisa katika maisha ya binadamu	1	1				sw	
b377dc26350ed0430b89fe7b6140b75ccc234de7bd8a7b5b6b7f5ba05d641cf60dbc034ecc941ba956ee37b88e330a123b013aaca6445965619cdb0a5d4299d5	common_voice_sw_35085805.mp3	Kwa Watanzania wengi jina la Samia Hassan Suluhu limekuwa maarufu	1	1				sw	
6a6b6a362bfa51967f86c7df5e37a6215a5371cb316d28f618f41fd0df3375107bb302f65837f90f961200d102714157283b4a53c65cef3489d7897fbc09a804	common_voice_sw_35085806.mp3	asante sana kamanda silo muziki asante sana	1	1				sw	
aecdf573e8bd61d1a795e1eb620b6332a2ae5d4d501a2eb97773d9919172a73005355e835f8fc9dbe326f6726101dd8c81b3f3975f40a37f199ae7e94c691866	common_voice_sw_35085851.mp3	mauaji ya kimbari yalisababisha vifo vya watu wengi sana	1	1				sw	
b377dc26350ed0430b89fe7b6140b75ccc234de7bd8a7b5b6b7f5ba05d641cf60dbc034ecc941ba956ee37b88e330a123b013aaca6445965619cdb0a5d4299d5	common_voice_sw_35085872.mp3	Mimi simchokozi wanionea	1	1				sw	
aecdf573e8bd61d1a795e1eb620b6332a2ae5d4d501a2eb97773d9919172a73005355e835f8fc9dbe326f6726101dd8c81b3f3975f40a37f199ae7e94c691866	common_voice_sw_35085878.mp3	uenezaji wa Injili katika Afrika ulikwama na kurudi nyuma Kusini mwa	1	1				sw	
